text,label
الله يقرفك شرموطه,1
اللي يتكلم ويرفع صوته علي البنت ابونظارات جزمتها فوق راسك ياابن الحرام,1
سافله ومنحطه,1
سافله,1
لا وقحه لدرجه مش معقول هي مفكره انو نحنا الستات غيرنين منها علشان جوزنا اكيد مريضه يا حرام لما الرجال بفكر يطلع على اي وحده اكيد مش حتكوني انتي انتي وحده شرموطه,1
زبااااله يابرديس اتفووو عليكي.,1
انتي زباله ومنحطه,1
انسانه حيوانة كلبه فلوس اخرتها جهنم ان شاء الله 😠👎👎👎,1
قحبة رسمي,1
سعاد حسني لاتقل عهر عن الكحاب وال راقصات والدليل فديوات السكس الموجوده عند المخابرات المصرية وتجنيدها لغرف النوم والتي كانت قبل تصطاد رجال الأعمال العرب قبل تجنيدها.,1
شرموطه بجد,1
هذي وحدة شرموطة ومتناكة,1
وآلله إنت وسخ كبيرة فاسيقات,1
مصر زبالة,1
يعنى عماله تقولى ده دلع انا بحب الدلع هى شخصيتى كده بحب الدلع انا عايزه اعرف فين مايتين أم الدلع بتاعك دى واحده بتعمل شغل عشان عايزه زباين وبعدين عماله تقولى ده استعراض انتى بتعملى استعراض لجسمك ولما سألك المذيع المتخلف أحمد عبد العزيز أن لو واحد قالك تعاليلى السويت تقولى لأ طبعا شخصيتى تفرض على اللى قدامى يتكلم ازاى ماهو أكيد قالك كده عشان شخصيتك دى يا بنت الرقاصه,1
عاهرة رخيصة,1
تستهلين يا وصخه خافي الله ف نفسك,1
الله بلعنك,1
هذا دليل ان الشعب المصري شعب زاني,1
6 لشهر كسه خاس بالسجن هههههههههههههههه,1
قمه الأدب يا عاااااهره,1
"قمة سفالة و انحطاط و عهر في حياتي ما شفت زي كده
فرحانه بنفسك وانت رخيصة لهذه الدرجة 
ذنوب في الآخرة و عقاب و رخص و سب و شتم في الدنيا",1
قمة الرخص والعهارة,1
اكرها عاهرة بس شعرها يجنن,1
هههههه ترحولها فدوة ...هيفاء وهبي وميريام فارس ودومنيك ههههه مو ساقطات والخليج لاعبين بيهم لعب وحتى باقي الفنانات كلهم ساقطات بكيفها....والله يالله,1
SHARMOTA.,1
شرمووووووووووطه جداً الوسخه ديه نفسى أشوفها هتموت ازاااااااى 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,1
تفو وكتيري عليكي يااا ... !😒,1
برديس وعاء يشمل فيه كل السفاله والقذاره,1
lek hal berdis chou charmouta w mabada t3trif eno charmouta la3ama bi albik ma aw2a7ik,1
هذا ما يستحقه العراة,1
تستاهل رجم مو بسسجن هالفاسقة,1
هههه هذه عاهره,1
مصريين قحاااب,1
شرموطه جريئه ههههه,1
بجد انتي بنأدمه سافله و منحطه و الشعب المصري برئ منك ومن اشكالك,1
بجحه بجاحه يخربيتك,1
انيكها واحوطها جمب الحيط,1
إنسانه قذره,1
هذول القحبات لما مايلقون شيء يقلون غيرةالمرأة من حقها تغار على زوجها من انه يقع في مستنقع قذر ويناظرلك مجرد نظرة ياديوثة .وكل المسلمين لازم يتغارون على دينهم وحده وصخة مثلك ي💩 قال اللي مايعجبو يغير القناة ماهي قناة امك يشرموطة,1
دى شرمطه,1
دى قحبة وبنت ستين كلب,1
ساقطه وبنات شارع,1
ههههههههههع هاي كحبه,1
ومعروف المصرين بل عري وافلاهم كلها سكس,1
انتى عليكى صدر ابن متناكه وجسم سكسى ناررررر ... بصي انتى عليكى وعلى xxl😈😈,1
المستقبل عاهرات,1
بس هى معاها حق ان المفروض ان الشرميط الكبار امثال هيفا يتقبض عليهم من زمان ولا عشان مش مصريه المفروض كل الوساخه دول يتحطو فصندوق زباله ويتولع فيهم,1
شرموطه ومستفزة اووووى,1
وتامر آمين والنقاض كلهم معرصين متنسكو قضايا تخص الفقر ياكلاب,1
والله احنا شعب معرص سيبن البلد بتولع ومسكين فى الرقصات شعب كلاب,1
وسعاد حسني كانت بيتش كمان,1
"عهر مع سبق الاصرار والترصد 
اعوذ بالله الى اين ياعرب..!!",1
والله انتي وسخة,1
اي البجاحه اللي انتي فيها دي,1
اوقح منها مشفتش,1
سعاد حسني كانت تقيم علاقات جنسية مقابل نقود وخصوصا مع الأجانب. ...كل الفن سافل القديم والحديث,1
غاضبين لان هذه العاهرة شبهت نفسها بسعاد حسني هههههههه على اساس انه سعاد حسني كانت داعية ههههههههههههههههههههههه,1
قليلة الأدب وامعندهش نقطت دام,1
صوت مين ده وانتى دكر,1
ساقطة وفاجرة في أسفل السافلين,1
وحده زباااااااااااااااااااااااااله🌚😑🔫😒👆,1
"يعني هي وقفت عليها ما في مليون وحدة زيها وعادل امام لما بالافلام ببوس وبحضن والمشاهد الاباحية بالافلام المصرية شو؟ شو بالنسبة لهاي الكمون والفلفل ومايا دياب وهيفا شو؟! كلهم كلهم احقر من بعض.. اقسم بالله بقرفو
فن رخيص",1
بكره تموتي وتعفني وجسمك ياكله الدود.. وتقابلي خالقك بالدعر والعهر والفجور,1
بدها نياكه من طيزها طيبههههه,1
كل الناس اللى بتنتقدك غلط وانتى يا بنت الشرموطة صح,1
كل الناس اللى بتنتقدك غلط و أنت يا بنت المشروطة صح,1
ههههههههه الشعب المصريه متربع على عرش اكثر الشعوب مشاهده للافلام الاباحيه وجايين يتفلسف على البنت المسكينه هههههههههه   اعذروني لكن هذي هي الحقيقه .,1
فااااشلة و رخيييصه و حقييررة,1
برديس رقاصة وقحه مخلة للشرف وسخة وساخة حيوانات تفووووه,1
لان هيفاء قحبه زيهااا,1
ممثلات مصر يسوقن الزنا والعهر وبعدين يدافعون باسم انهم فاهمين الدين !!! لعنة الله عليهم,1
عاهرات اخر زمن وعيون قويه,1
ساقطة كلبة عاهرة,1
برديس مين دي واحده زباله بس مش اكتر,1
الله يلعن ابوكي انتي وسعاد حسني انتوا اللي خاربين البلد ياكلاب ياولاد الكلب انا عارف فن ايه في الحاجات اللي بتهببوها دي استغفر الله العظيم,1
"المصرين هم اول من جابو القحب علي تلفزيون وافلام البوس 
وهذا هو الفن  اخ علي مصرين وفن من اساس طيز زقمها",1
هادي قحبة وشرموطة بكل ماتحمله الكلمة من معنى,1
هذي اللي ينطبق عليها الحيه الرقطه,1
شعوب فارغة جدا يثورون كالثيران وبعصبية شديدة لرؤية جسد امراة ترقص ولكن لا يحركهم ولا يثيرهم الناس الذين يقتلون  يوميا بسبب دينهم العفن النجس الدموي .. الدولة التي تبدا في ملاحقة الراقصات بسبب بعض المشاهد التي تير  الغرائز كما تدعون هي نفسها الدولة التي تغرق في كل اشكال الفساد المالي والاداري والاجتماعي .. استمروا في غبائكم حاربوا الراقصات وباركوا القتلة والسافحين والمحرمين الذين  امتلا بهم تاريخكم.. بلدانكم هي افضل عقوبة لكم ... وتذكروا ايضا ان اليوم الذي سيقبض فيه على احدهم بتهمة الاسلام ات ات شئتم ام ابيتم .. الى مزبلة التاريخ الاسلام ونبي الاسلام ورب الاسلام,1
الله ينتغم منكم ويشغلكم فصحتكم ياعاهرات,1
العنه عليك يافسقها انتى اهنتى الشعب المصري,1
هي نفسها عارفه انها غلط بس بتعاند علشان عايزه تتشهر وتكسب فلوس ..مصر خلاص آصبحت بلد الفجر والعاهرات !,1
الله ﻻ يوفقي بنت حرام تفوووووو على شرفك,1
دي متناكةكبيرةوشرموطة,1
قحبه مصريههه,1
البس محترم يا بنت الكلب يلعن ابوكي,1
يلعن ابوهن,1
عجب عاهره و وقحه,1
برديس: حثاله المجتمع 😏,1
دة سافلة وبجحة,1
القحاب غزو الفن,1
انا احب كسها وصدرها يا اخواني في الله,1
انتى مينفعش تمثلى غير بورنو يابنت البورنو,1
كس اختكم ولاد منيوكة لا بتسووا الشيطان نفسه كس اختكم خوات منيوكة,1
عجبا علي شعب تقوده  العاهرات ويتمنون من الله النصر والجنه,1
ساقطه علني تفووووو نار تريد حطب,1
الله يقصف طيزها..,1
مصر مصنع العاهرات,1
دي فاجره وزانيه,1
اخص هي بدها تشبه حالها بسعاد حسني الفنانه القديرة هي عاهرة,1
انتى يابرديسه ياوسخه ياشرموطه تسمعى رأى الناس وانتى سكته يا بنت الوسخه,1
ياجماعه دى كانت ذكر بس قلبنا العداد والله الحقيره الوسخه دي لاتصلح أن تكون أي حاجه خالص خالص خالص خالص دى تفتح بيت دعاره يابرديسه,1
الحمدلله القذره اتسجنت وأمثالها عشان تكون عبره لاي ساقطه تفكر تعمل كده,1
انتو عملتو من الشرموطه دي بطله أخيه على كده,1
دي كمان بجحه وعيونها واسعه... الساقطة القذره... فعلا ال اختشوا ماتوا,1
وائل الابراشي نكره وغوغائي.. عشان استضاف البت دي,1
دي قذاره وانحطاط... جاتكم الارف... لحم معفن,1
واطية لكن غلطة الاعلام الي يعرف اشكال بيءة كده,1
انشاء الله ترقصي بالجهنم,1
كلش محترم بنت الكلب,1
تشتموا بلد كامل عشان قحبة..عيب عليكم..الدليل الاتصالات والغضب من ابناء الشعب نفسه عليها لان مايرضيهم قذارتها,1
هاي صاقطه علني وتفوو عله هيج فن,1
شرموطه كبيره,1
شرموطه,1
ما سعاد حسني ما خلتش حتة في جسمها الا وعرتها وبرديس انيل منها والله بيشكروا في سعاد وكأنها مفتي الازهر تفو,1
شروطه,1
وائل الابراشي ده معرص بن وسسسسخه,1
خرب عراضكم المصريه وين لكيتواهاي الصاقطه,1
دي شرموطه اصلا وعايزه حد لعب في ك*ها 😠,1
قحبه,1
قبحك الله,1
آنتى فجره والله,1
دي.والله.والله.شرموطه.أنا.من.اسودان.,1
مش فاهمة هي بتدافع على ايييه بالضبط !!! عالعهر !,1
الله يعينك يا زباله,1
قالوا للشرموطه احلفي : قالتلهم وحياة شرفي :),1
اصقط مخلوقه على الارض,1
كلهم شكل واحد ادا كانت سعاد حسني اعف من هده فهي شريفة يا زبالة,1
مصر دايحة,1
كل الفنانات زبالة وبوس ومص وقلة أدب وروبي وهيفاء و و و و و وليش ليش تستقووا ع الفقراء بس مش دفاع عنها بس خليك عادل يا قضاء مصر لو بتسجنوا ابتدوا بالاموات اولا هههههه,1
كسمك يا كلبه,1
انتي سافله  وساقطه اخلاقيا,1
هيفاء وهبي واليسا مش من حقو يحكي عنهم هني فنانات كبار واحد وقح كيف بيقارن فنانات راقيات بدي الحثالة ناس زبالة عيزة تشهر نفسها وسلام,1
ما عندهاش فن اصلا حثالة ..مقرفة ومقززة,1
ههههههههههههههههههه قالت قمة لاحترام ههههههههههههههه لا ياشيخة حتى جسمك شكلو مش حلو مافي خصر مافي مؤخرة حتت لللحم متوزع بشكل غلط وسمرا كتيير وعملة فونديشن كتييير بينت كانها وسخة,1
هاي شرموطه لازم تاخد الجائزه الذهبيه😂😂😂😂😂ماازنخها,1
ده ع أساس ان سعاد حسني شيخه ف الأزهر مهي متناكه ع كبير تبع صفوت الشريف عاهره رقم 1 ومحدش كان يقدر يقول عليها كلمه كان صفوت الشريف فشخ امو. .,1
كس امه احط عير بكسه  دباع اديوسه كول اكلوبات وباع طيزه كول نفاخات اطيج مليون  وانيجج,1
الاعلام المصري تافه ومنحط ... لايمثل الشعب,1
"سعاد حسني سكسيه عاهره إنسانه زباله وصخه صدور وثدي خارج
 ما محصله شخص يركبها 
خنث بنت كلب العنه عليك",1
انسانه جاهلة حتى الرد سوقي و جاهل لا يمت للفن بصلة,1
عمر الفجره عمرها ما بتخاف وبعدين مالك ومال اسيادك وكمان انتي طلعه تفضحي وتكسفي نفسك,1
واحدة أسف في اللفظ شرموطة -_- أول مرة في حياتي أشوف بني أدامة وسخة و بتدافع عن وساختها -_- وصلنا لاقصى مراجل الوساخة و الإسفاف !!,1
يجدك عا عاع  كلبة,1
اي استعراض هذي وحده عاهره سافله قالت استعراض اقول بعد هذا الفيديو لعد تطلعين في اي فديو اصلن انت كذا تنشرين الفساد اذا انت فاسده مولازم تورين الناس فسادتك استري نفسك  بعدين انت تاخذين ذنب كل واحد شافك وع,1
سافله بلا حدود لتسويق,1
ويييييع شنو هايه الخلقه عود عدسات ونفخ وبوستيج كوارث وهيه زباله گبر لفكم ولف هيجي فن فاشل,1
شرشحوها ياحرام هيك وحدة عاهرة تستاهل اكتر من هيك,1
ممحونه,1
انت عايزه تتنكي وعامله شريفه,1
قال عمرو ابن العاص رضي الله عنه ( نساؤها لعب ورجالها من غلب وأهلها تجمعهم الطبلة وتفرقهم العصا)  ايش العفن هذا,1
وانته شريف شنوو بنت وحابه تستعرض هذا استعراض يا غبي مو رقص وﻻ جنس بكرعتك جنها ملعب  ياريت ممكن تتصل علي الفنانه فديتها,1
أكبر متنكه فى مصر,1
اهداف هذي العهره اهداف مسونيه تستهدف اللي عمرو بين 12 الى 18 سنه تدي سوره فعقول المراهقين ان الحيت متعه لا اكتر ولا اقل يعني الحيت هذي كلها ملاهي,1
وحدة وسخةةة,1
برديس افحمت الكلب سمير صبري المخنث داا,1
انها اكبر كحبة بالعالم,1
قرف ثمهاااااااااااا,1
"فن مين يابنت الكلب 
اصل الحق مش عليكي الحق علي اللي خالكي تعملي كده ياعاهره",1
"زبالة هي
هههههههههههه",1
من شكله ناقصة ومنحطه وماعدها أهل ألي يربوها لو أهله مثلها,1
عاهرة ممحونه بنت لواط زنا 😗😗😗😗😗👌👌👌👌👉👉👌👉👌👉👌👉👌👉👌👉,1
فن مين يابنت الكلب ده استعراض جنسى عريتو البلد ياولاد الكلب,1
ليس بعد الكفر ذنب انتي انسانة زانية,1
قرف..... اللهم حفضنا,1
رويبضه,1
عاهره ولاتستحق الحياه وياكثر العواهر المشتهريت بأسم الفن,1
ياسلام ! كلهم يسبوها وبنفس الوقت كلهم يستضيفونها و يتصلون يكلموها ومهتمين من امرها حتى ولو كان كلام سلبي فعلا العرب جرب وكلهم تناقض من اشهرها غيركم !! حتى لو هي بنظركم مخطئه لا يصح الكلام معها بهذا الشكل الوقح وهي ترد بشكل محترم ولا ترد بنفس مستواهم الوقح ! انتم اوقح منها,1
تفووووووووو,1
اكبر ساقطه وكل الناس تنتقدج وابد ما عندج اسلوب وغير محترمه وهاذه هم كليب كله اغراء وجنس وكواده يا كحبه,1
😤انت وحدة ديڨولاس آمبسيل ستوپيد حقيرة عديمة التربية فاسقة خامجة منحلة منحطة مبتذلة رخيصة أصلا وجهك راه مديفورمي خلاص تقول فات عليك كاميون سومي بقرة إيديو بغلة نتي لو تجي عالجزائر نقطعوك طراف طراف ،جزائرية وافتخر.,1
شرموطة من درجة اولى,1
فوك ما هنه سافلات ورخيصات عندهن لسان يجادلن هم كبرر جهنم ترحب بكم,1
هاي وحده ساقطه,1
محترمه فعلن ياسافله فدرك الأسفل من النار,1
يخربيتها قويه ووقحهة بس اوقات تحكي الصح ههههه,1
"دي تروح تمثل فليم سكس احسن يليق بيها وعندها صدر ومؤخره كبيره يعتي تريح الكتير 
دي عاهره",1
الله ينعلك يا شيطانة,1
قمه الانحاط والسفاله لا فيكى انوثه ولا اي خره ابو امك يارخيصه,1
انت راجل معرص سيب كل الموضع ده وجايب رقص وفرحن واى,1
دى مر لبوه,1
في واحد حمار حكا عن اليسا ملكة الاحساس,1
استغفر الله بس .. أسفل و اوقح من هالمخلوقه ما شفت وحده سافله ساقطه بتعرض حالها بكل سرور بالاخير بتحكي عن حالها محترمه ... هاي شكلها بتسوي أشياء بحياتها اكتر من هيك لهيك بتحكي عن حالها بفيديوهاتها محترمه لانها اقذر و أوسخ و أسفل من هيك ب كتير ... الله لا يبلانا,1
كسمك اللى فشخ كسمك,1
عاهره وقذوره من قذورات السيسي,1
ذي قلة ادب ياحيواااانة,1
اكبر فنانة بورنو😁😂😁😂,1
اتفو ع شكلك ال يخوف,1
سافله وزبالا,1
اووووف سوقية لأبعد الحدود وواخدة مقلب في نفسها,1
شكله مثل الكلب🐶🐶🐶,1
كلهم اوسخ من بعض,1
الكلبة,1
"حرقتي دمي الله يخلص العالم من قرفك وامثالك 
اسجنوها  اجلدوها دوسوها بالجزم  بنت العهر",1
هذه العاهره لاتمثل الشعب المصري العظيم هي حاله شاذه ونالت عقابها من شرفاء مصر,1
يا حقيرة  يا حقيرة  يا حقيرة  اتفووو  يا منحرفة  الله ينتقم منك,1
عاهره بمعنى الكلمة حتى كلمة فنانه استعراضيه لا تليق فيهاااا من وجهة نظري كلمة فنانة استعراضيه يعني صوت و صوره ورقص هيا سعاد حسني و شريهان و مريام فارس و هيفاء وهبي اما برديس و شاكلتها فهم لهم مسمى ثاني,1
"عندي سؤال لماذا لا يتم محاسبة صافيناز ودنيا وهيفاء وهبي عري ورقص وعرض اعضاء ,  يسرا والهام شاهين قدموا مشاهد جنسيه بحته وتعري واضح ليس فقط إيحائات , عادل امام صاحب الرقم القياسي بالقبل الحاره والحميمه امام الكاميرات , افلام التسعينات والثمنيانات بالبكيني , افلام القرن الجديد مذكرات مراهقه واحاسيس وقبلات مسروقه وغيرهم الكثير من الافلام الهادفه , سلسلة افلام عمو السبكي التي في كل موسم تتقدم خطوه جديده نحو الانحطاط , اعلانات بجنيه لكل واحد !؟ والقائمه تطول ...!!!",1
اصلاً مين ذي برديس ؟ قحبه استعراضية ؟ ماشوف في فن :/,1
واحده حقيره .. زباله خالص ولوكل,1
قمامه,1
شرموطه مع مرتبه الاستقحاب والقذاره,1
اعطوني إياها بس ثاني يوم ما راح تشوفها ولك.....جلطتيني بنت الكلب 😲,1
روحو كل المصريين ولاد رقاصات وعاهرات وشراميط,1
شوااارعيييه..اعوذ بالله من الشيطان ...زمن يشهر العاهرات,1
سافلة ومنحطة,1
والي طالع عليها غيرة غيرة اي ياامقشفة يااعرة ياابايرة,1
تفووووووو ألى جهنم وبئس المصير,1
يابجحتك😨😨😨😨😨,1
شوهتي صورة مصر يااصايعة روحي ربنا ياخدك جتك ستين نيلة لحم رخيص,1
قمة الوقاحة,1
"ليش هيك 
شجعو الفن 
شو يعني ان كانت شرموطه اشوي .عادي خليها تشتغل 
احسن ماتنحرف واتضيع
واتصير شريفه",1
"هههههه عارفين شو يلي بيقهر بالموضوع انو كل يلي بيعملووو معها اللقاءات موش عاجبو شغل برذيس انو يعني قال وساخة ومش فن ,,, ليشششششششش اصلالالالالالا شو في بالفن شي مش وسخ ,,, حاليا كل اللي بيمثلو وبيغنو وسخييييييييين وكلو لازم يتعرى ليتشهررر ,,,,  قال ملوش علاقة بالفن على اساس انو الفن حاليا محترم خالص ,,, ايش العالم هاااااااااااااااااي ,,, وبرذيسسسس معرووووفة كل ما تبين شي راح تتشهرررر ,,, وقحة وحقيرةةة ,, وعمـــــــــــــار يا عرب",1
شو هالوساخة والاسفاف وقلة الدين والشرف,1
احلى من طيز شاكيرا 😴,1
بلد المليون رقاصه,1
شرمووووووطه بنت كلب,1
هما مصر كولهم راقصات وعريانات هسه صاروا شرفاء,1
احا محترمة نيك,1
الله يلعن هيج اشكال ويمحيها,1
قذره ومنحطه,1
الله يلعن هيج أشكال ساقطة,1
انت باغية شرموطة ماعندك أخلاق,1
اتفووووو ع امك,1
بقره 😒,1
قحبة رخيصة,1
كلجن كحاب والى النار ياعاهرات,1
"ايه المناظر و الأشكال الزبالة دي 
لا صوت ولا شخصية ولا شكلها استغفر الله
و أي حاجة تفسرها انها غيرة و كيد ستات
و لو راجل تقول له رأيك ميهمنيش 
على رأي المسرحية
يا سافلة يا سهلة يا رخيصة 😃😂",1
اعدموها تفووووووو مقرفة قبيحة ورخيصة,1
هذي لا كرامة ولا حياء ولا شرف شغل عهر الله لا يبلانا,1
اشكال بنت وسخة,1
انتِ #عاهرة :),1
قمة البجاحه وقلة الادب,1
يا حطب جهنم رخصتوا مصر... الرجال و الحرائر في السجون و انتم تعيثون فيها فسادا يا عبيد السيسي الكلب..لعنة الله على الفاسقات و الفساق المجاهرين بالفسق و الدعارة,1
يا حسرة علي سعاد حسني و برئتها با رب يخذك يا وسخة يا رخيصة يا بنت الكلب * ليش بوزتي الاغنية؟؟ و شوهتيها يا ريت يقاضوها  fuck you bitch,1
اي اكيد شرموطة نبر ون,1
أول مره أسمع بدريس العاهره القليله الادب,1
منحطه,1
عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,1
يعقققق شو هالمخلوقة شو هالقرف גועל شو هاادا ولا اقرف من هيك عنجد بهنيكي الرقم واحد بالقرف والخر بالعالم 💩💩💩 زقفولهااااااااا 🐼🐼🐼🐗🐗,1
الله ينعلك و يخزيك,1
هههههه مصر بلبلد ساقطة كلهم شرموطة,1
"تعريف كلمة "" قحبه هي برديس",1
وحدة قليلة الأدب سافلة,1
احسن ما شفته في هدا الفيديو اللقطة الاخيرة اللي انسجنت فيها العاهرة الفاسقة اللعنة مكتوبة على وجهها,1
عاهرة مصرية :3,1
اول مره اشوفها واسمع عنها. ساقطه وعينها قويه البيتش,1
اسمها الحقيقي مو برديس. اسمها إبليس 😂😂😂😂مجرد عاهرة متمردة..,1
مين الكلبة دي اصلن أنا ما شايفة بحياتي تفووووووووووووووو,1
مصر شعب فاسل وكله عهر وصقاطية وبناتهم بشوارع يركصن فسدوا الشعب العربي,1
انيك امها قحبه وعينها قويا,1
شكلها شيميل نفس الوقاححه والدعارة والعمليات,1
عاهرة بكل ما تحمله الكلمه من معنى ، على الدنيا السلام ...,1
لا صوت ولا فن فقط سفالة وقلة ادب,1
المصريين اكبر صاقطين,1
شرموطه خالص,1
وصخه😌,1
عاهرة 100%,1
قمة السفالة وتنرفز,1
صوتا مرعب متتفرقش 😂😂😂 الله لايكثركم يا عاهرات,1
قليلة ذوق,1
تقرف,1
الله يطيح حضج يا هايشه,1
احلام اتفو عشكلك,1
فاشله فااااااشلة,1
راغب انسان تافه,1
دكلي خرة انتي الي ماعندج شخصية انتي لو عندج شخصية جان ما قلتي الكلام مرة تحكين مصري ومرة لبناني تف عليج,1
احلام احقر البشر,1
انا مع احلام صراحة .. راغب مستفز جداً ونسونجي وتافه,1
يسلم فمك يملكه تدافعي عن دينك لأنك مسلمه صحيح أما الحقير راغب مايعرف الإسلام بدليل كلامه الله كسر القالب حرام عليه ربي قادر يكسر دماغه,1
انتى من حثالت  المجتمع يا أحلام انتى عايزه تتعالجى نفسيا تفو على وجهك,1
خراي عليكي وعلي حطك بلجنه,1
"راغب علامة 
يتمشكل مع احلام دائما 
وراغب علامه حقير جدا وعديم اخلاق",1
معيدية وينج وين حجي اللبنانية ام الوسخ الزركة انتي مال عرب ايدل ههه مال عربانه ومطي,1
تف ع جهرتج,1
هي ملكة الزبال و عفن مراحيض,1
"ملكة مين يا معفنة !؟
ربنا يرحمنا من طلتك",1
شو هالزباله فوق منها في برنامج لبناني وفي لبنان وتطاول على فنان لبنان كيف ما كانت بضل نوريه,1
الله يلعن وجهك,1
كس اخت راغب على احلام لنعل ابوكم يابو الي جابوكم فنانين فشله تفو😧 راغب اتكول صخله مستهتره وحلام وجه تكول ماعز طاح حظكم ياقذرين يا زباله المشتمع عابت هيج خلقه راغب سوبر استار مايجي يكعد على عيري يا زباله تفو عليكم دمرتو الفن الخره العربي 😧😧,1
المذيع  قليل ادب,1
حماره...... الله يلعن اثمك,1
انسانه منحطه وشايفه نفسهه الصخله,1
"انتي الملكه خلاص تتحكمين  بكل شي   لا يا ملكة البراطم
م تقدري تتحكمي راغب علامه أحسن منك وبس ليتك تسوين ظفر من اظافره عشان تصيري 😂😂😂😂 ملكه",1
"راغب علامة لا يجب ان يحط راسه في راس الملكة احلام

يروح يلقط زباله في شوارع لبنان افضل له",1
علساس تصرفاتج حلوه قذ ره,1
ههههههه احجي عدل ياخره,1
انتي مضيج معروف عند العالم كلبة اتروحي فدوة لي الكلب ياخرة شنو هذا,1
طبع عندو مشكلة معك بدو انام معك قحبة,1
اتروحي فدوة رغب علامة تاج رأسك انتي بقرة بنت حيونة,1
عمً تحكي لبناني هههههههههه طيزك تلين خرة ياخرة بنت خرةً,1
كس اختك قحبة الخليج,1
هادي انسانة تسرح بالابل والغنم وكانت جوعانة فشبعت ههههههههه راغب علامة كبيييييييييير عليك والله بش انتي انسانة همجية ماخليتي حد ماهجمتيه تدعين انكي لكي صفات الملائكة والغريب في الامر تدعين الى الصلاة وانتي فاسقة بهاته اللباس امشي حاسبي نفسك ومن بعد تكلمي على الناااااااااس,1
غيوره حماره,1
وجه القرررده,1
هي صح زنخه وتقيلة دم بس راغب كان يزيدها عليها كتير بكل كلمه,1
هيدا راغب بلا اخلاق وما بيشرفنا يكون لبناني هيدا انسان طائفي داخليا ياعالم لا صوت ولا شي اي شو هيدا الناس منخدعه بالمظاهر يحرااام,1
انسانة مغرورة وسخيفة وشايفة كل اللى حواليها سيئين وهى دائما الصح,1
ليش  متاكلين نعال وسكتين وتعتزلين يا بقرة الكويت الخايسة يا حثالة الفن,1
"الملكة احلام فنانه
وفي الزباله راغب علامه",1
راغب احسن منك بمليون مرة يا بقرة,1
انت وشكون تتكلمي على راااااااغب سيدك يابقرة احلام,1
ماتصلح احلام في عرب ايدل  ماتصلح  البقرة الضاحكه,1
"كلامها منطقي اصلا راغب في ارب ايدل عمل عمايل سافله 
ووقاحة شوف وائل كفوري كيف هادئ ما شاء الله تبارك الله عليه",1
ملكة القردة,1
والله انتي الغلطانه يا احلام جنج مخبله,1
هو رجل وسخ واحلام إمرأه محترمه تحترم نفسها وشرفها لذلك ما حبها وكل اللبنانيين اللي في الوسط لأنهم يفكرو بالمرأه بطريقه وسخه ماحبو احلام يحبو اللي تلبس لبس مبتذل وتتكلم بمياعه ووساخه مثل ماعملو من ميريام كلينك شي وهي ولااااشي كله عشان لبسها ومياعتها ومثلها كثير ، أستغفر الله وأتوب اليه,1
حكي ما بتعرفي تحكي كزابة درجة اولة شكلك شكل العنزة  مو عرفانا شو  سوبر استار,1
هههه تفاهة,1
راغب علامة متكبر و حقير,1
احلام حمارة جحشه والله,1
مش عارفة تحكي كلمتين علي بعض .انسانه غبية وغير متزنه,1
والله العظيم صرمايت راغب علامة بتسوى كل عيلتك الوسخة يااخلام الشرموطة واير كل كردي بطيزك الوسخ بقرة,1
تحجي علة راغب ام اللباطات الخايسة جنهة ثور,1
اريد اعرف انتي منو كلج ملكه نانسي تسوه راسك يا صخله,1
انتي بنقدمه زباله واني بكرهك راغب علامه دي برقبتك,1
مبروك احلام هاي راغب انقلع من اللجنة وتأكد صحة كلامك ول mbc قلعته مثل لكلب,1
"والله احلام مسكينة ضعيفة 
لا تشوفها بتعمل قوية 
بس بتضل امرأة وراغب حقير هانها لانه لئيم 
ماأكرمها الا كريم وما أهانها الا لئيم 
قد ماكان مالازم يعاملها هيك",1
هههههه شوف ها الحمارة هاذي,1
والله انك بقرة,1
راغب علامه حرمه ابو كلب,1
الطناجر كلمتك يا زباله,1
دولي اصلن انتي مو محترمه انت زباله اصلن انت مريضه نفسيا وهوة الاصل راغب يفتهم مايحتك وياج ما ينزل نفسه للزباله اكلي خرا كافي برامجج فاشله انت فاشله اكعدي كافي جنج قرد,1
احلام سخيفة,1
مجنووووونه,1
انتي وحدي شرموطة وانتي مقهورة من السوبر ستار,1
قالت يا انا راغب علامة وبالاخير قالت وانا بضل بنت ام بي سي هههههههههههههههههه شو رخيصة عم تتوسل كمان,1
احلام جنه شيطان مكروه,1
لك سدي بوزك شو بتعوي مثل الكلب المسعور :(راغب علامه) تاج راس اللي خلفوكي ياطقاقه,1
احلام واحده سخيفه وماعم تترك حدا من شرها,1
الوسخه كرهت لهجة البنان الله يلعنها,1
احلام وجش الكلب  انا ما بحبها مره هيه حمااااااره و ما عندها دم انا بقول لاحلام طز فيكه,1
شنو هاي البقره شايفه نفسه والله حرام تسمه على الاسلام,1
انتي كذبة,1
انت حشرة و راغب علامة نجم,1
بدويه تافهه,1
اتكلمى بلغة بلدك يا بقرة لانك ما تعرفى تتكلمى. نعم انتى ملكة ملكة الخنازير. اكبر خنزيرة,1
